timestamp,avg_dynamic_energy,total_energy,n_dynamic,n_workspace
2025-09-10T08:51:16.843028,131.25900268554688,24268806.0,184298,256
2025-09-10T08:51:17.297494,131.19485473632812,24257508.0,184302,256
2025-09-10T08:51:17.773528,131.1331024169922,24246126.0,184302,256
2025-09-10T08:51:18.216338,131.0693359375,24234766.0,184305,256
2025-09-10T08:51:18.655563,131.00733947753906,24223342.0,184305,256
2025-09-10T08:51:19.084457,130.94277954101562,24211966.0,184309,256
2025-09-10T08:51:19.528084,130.8804931640625,24200490.0,184309,256
2025-09-10T08:51:19.987538,130.81561279296875,24189052.0,184313,256
2025-09-10T08:51:20.448131,130.7530517578125,24176080.0,184313,256
2025-09-10T08:51:20.907491,130.68792724609375,24164602.0,184317,256
2025-09-10T08:51:21.384909,130.6251220703125,24153144.0,184317,256
2025-09-10T08:51:21.859693,130.56040954589844,24141606.0,184320,256
2025-09-10T08:51:22.326074,130.49734497070312,24129646.0,184320,256
2025-09-10T08:51:22.731230,130.43150329589844,24118036.0,184324,256
2025-09-10T08:51:23.183017,130.36814880371094,24108198.0,184324,256
2025-09-10T08:51:23.639481,130.3029327392578,24096570.0,184327,256
2025-09-10T08:51:24.067773,130.2393035888672,24084844.0,184327,256
2025-09-10T08:51:24.485778,130.17298889160156,24073142.0,184331,256
2025-09-10T08:51:24.913447,130.109130859375,24061366.0,184331,256
2025-09-10T08:51:25.420696,130.0426788330078,24049640.0,184335,256
2025-09-10T08:51:25.861996,129.9784698486328,24037804.0,184335,256
2025-09-10T08:51:26.323351,129.91159057617188,24026000.0,184339,256
2025-09-10T08:51:26.750075,129.84716796875,24014118.0,184339,256
2025-09-10T08:51:27.176035,129.78018188476562,24002294.0,184343,256
2025-09-10T08:51:27.608699,129.71546936035156,23990362.0,184343,256
2025-09-10T08:51:28.089257,129.6504669189453,23978508.0,184344,256
2025-09-10T08:51:28.555437,129.5854949951172,23966532.0,184344,256
2025-09-10T08:51:29.021756,129.51780700683594,23954572.0,184348,256
2025-09-10T08:51:29.484638,129.4525604248047,23942546.0,184348,256
2025-09-10T08:51:29.955864,129.38555908203125,23930580.0,184351,256
